candidate_source,existing_record_id,candidate_pages,existing_pages,candidate_text_sha256,existing_text_sha256,candidate_text_chars,existing_text_chars,text_similarity,result,replacement_candidate,candidate_error,existing_error
temp/版本2：化学（按省份分类）2008-2024/2008-2024·（甘肃）化学高考真题/2024年高考化学试卷（甘肃）（空白卷）.pdf,temp-2024-化学-94ba9126754e,9,5,04c1212e6d082464c62eb01b441793fdcbba4b16a68302573b2b177f6f48791d,a59ce88b3c623f2efcf9a074df8f0c39dd08b435d98246e5ab9dc61201227b48,3564,2926,0.770,likely_same_content_layout_difference,no,,
temp/版本2：化学（按省份分类）2008-2024/2008-2024·（西藏）化学高考真题/2024年高考化学试卷（全国甲卷）（空白卷）.pdf,temp-2024-化学-6fef43dd8802,9,7,a19f4f1c1c75a677545241214bfeb45920b78ee839171e24d245edda2f931eb8,ee7a72190760c75725edba5e1b977fe5bb5a6a7dd417204bd33cfe7b350835d0,4439,3766,0.860,likely_same_content_layout_difference,no,,
temp/版本2：化学（按省份分类）2008-2024/2008-2024·（陕西）化学高考真题/2022年高考化学试卷（全国乙卷）（空白卷）.pdf,temp-2022-化学-65e8fcd1c28c,9,,f0097689bce0ad9073c6c047be7116d8a2ad0f909581176821ce3263703752eb,,4081,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：化学（按省份分类）2008-2024/2008-2024·（陕西）化学高考真题/2024年高考化学试卷（全国甲卷）（空白卷）.pdf,temp-2024-化学-6fef43dd8802,9,7,a19f4f1c1c75a677545241214bfeb45920b78ee839171e24d245edda2f931eb8,ee7a72190760c75725edba5e1b977fe5bb5a6a7dd417204bd33cfe7b350835d0,4439,3766,0.860,likely_same_content_layout_difference,no,,
temp/版本2：化学（按省份分类）2008-2024/2008-2024·（青海）化学高考真题/2022年高考化学试卷（全国乙卷）（空白卷）.pdf,temp-2022-化学-65e8fcd1c28c,9,,f0097689bce0ad9073c6c047be7116d8a2ad0f909581176821ce3263703752eb,,4081,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：化学（按省份分类）2008-2024/2008-2024·（青海）化学高考真题/2024年高考化学试卷（全国甲卷）（空白卷）.pdf,temp-2024-化学-6fef43dd8802,9,7,a19f4f1c1c75a677545241214bfeb45920b78ee839171e24d245edda2f931eb8,ee7a72190760c75725edba5e1b977fe5bb5a6a7dd417204bd33cfe7b350835d0,4439,3766,0.860,likely_same_content_layout_difference,no,,
temp/版本2：化学（按省份分类）2008-2024/2008-2024·（黑龙江）化学高考真题/2022年高考化学试卷（全国乙卷）（空白卷）.pdf,temp-2022-化学-65e8fcd1c28c,9,,f0097689bce0ad9073c6c047be7116d8a2ad0f909581176821ce3263703752eb,,4081,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：化学（按省份分类）2008-2024/2010-2024·（宁夏）化学高考真题/2022年高考化学试卷（全国乙卷）（空白卷）.pdf,temp-2022-化学-65e8fcd1c28c,9,,f0097689bce0ad9073c6c047be7116d8a2ad0f909581176821ce3263703752eb,,4081,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：化学（按省份分类）2008-2024/2010-2024·（宁夏）化学高考真题/2024年高考化学试卷（全国甲卷）（空白卷）.pdf,temp-2024-化学-6fef43dd8802,9,7,a19f4f1c1c75a677545241214bfeb45920b78ee839171e24d245edda2f931eb8,ee7a72190760c75725edba5e1b977fe5bb5a6a7dd417204bd33cfe7b350835d0,4439,3766,0.860,likely_same_content_layout_difference,no,,
temp/版本2：化学（按省份分类）2008-2024/2012-2024·（安徽）化学高考真题/2022年高考化学试卷（全国乙卷）（空白卷）.pdf,temp-2022-化学-65e8fcd1c28c,9,,f0097689bce0ad9073c6c047be7116d8a2ad0f909581176821ce3263703752eb,,4081,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：化学（按省份分类）2008-2024/2012-2024·（安徽）化学高考真题/2024年高考化学试卷（安徽）（空白卷）.pdf,temp-2024-化学-ecf68b18f11d,11,9,bf13d85568c516ff0f3016798c46f154edcc34e4c197650780a17c462036ee32,29fc21c64197a6a5c1da2e48be67780cb8870cda5f49f8429cc0914d11e38a02,5543,4657,0.852,likely_same_content_layout_difference,no,,
"temp/版本2：历史（按省份分类）2008-2024/2008-2017_2019,2024·（上海）历史高考真题/2024年高考历史试卷（上海）（回忆版）（空白卷）.pdf",temp-2024-历史-83b1ad41a627,5,3,cc4b1490be2678b6112046de42fa6fd1bfdcb43d22bf8e28f8365f4ba63e0a12,5d891356a816db3968cecb3100cb8f5dae1aa36831d71ed4a24046b3fd9bca24,3586,3441,0.947,likely_same_content_layout_difference,no,,
temp/版本2：历史（按省份分类）2008-2024/2008-2023·（江西）历史高考真题/2022年高考历史试卷（全国乙卷）（空白卷）.pdf,temp-2022-历史-0e5a2c5634ea,6,,c7429ef14c9fb52dd52f73f9e1bcf7202cada0a44cc02662cb8ff35095cf55b5,,4255,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：历史（按省份分类）2008-2024/2008-2024·（内蒙古）历史高考真题/2022年高考历史试卷（全国乙卷）（空白卷）.pdf,temp-2022-历史-0e5a2c5634ea,6,,c7429ef14c9fb52dd52f73f9e1bcf7202cada0a44cc02662cb8ff35095cf55b5,,4255,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：历史（按省份分类）2008-2024/2008-2024·（吉林）历史高考真题/2022年高考历史试卷（全国乙卷）（空白卷）.pdf,temp-2022-历史-0e5a2c5634ea,6,,c7429ef14c9fb52dd52f73f9e1bcf7202cada0a44cc02662cb8ff35095cf55b5,,4255,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：历史（按省份分类）2008-2024/2008-2024·（山西）历史高考真题/2022年高考历史试卷（全国乙卷）（空白卷）.pdf,temp-2022-历史-0e5a2c5634ea,6,,c7429ef14c9fb52dd52f73f9e1bcf7202cada0a44cc02662cb8ff35095cf55b5,,4255,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：历史（按省份分类）2008-2024/2008-2024·（新疆）历史高考真题/2022年高考历史试卷（全国乙卷）（空白卷）.pdf,temp-2022-历史-0e5a2c5634ea,6,,c7429ef14c9fb52dd52f73f9e1bcf7202cada0a44cc02662cb8ff35095cf55b5,,4255,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：历史（按省份分类）2008-2024/2008-2024·（河南）历史高考真题/2022年高考历史试卷（全国乙卷）（空白卷）.pdf,temp-2022-历史-0e5a2c5634ea,6,,c7429ef14c9fb52dd52f73f9e1bcf7202cada0a44cc02662cb8ff35095cf55b5,,4255,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：历史（按省份分类）2008-2024/2008-2024·（湖南）历史高考真题/2022年高考历史试卷（湖南）（空白卷）.pdf,temp-2022-历史-c9f1e178d541,7,,ef40a57c34826cd3400aa0817386e86853ad623ce5cd3897394241f4802e433a,,4770,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：历史（按省份分类）2008-2024/2008-2024·（甘肃）历史高考真题/2022年高考历史试卷（全国乙卷）（空白卷）.pdf,temp-2022-历史-0e5a2c5634ea,6,,c7429ef14c9fb52dd52f73f9e1bcf7202cada0a44cc02662cb8ff35095cf55b5,,4255,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：历史（按省份分类）2008-2024/2008-2024·（陕西）历史高考真题/2022年高考历史试卷（全国乙卷）（空白卷）.pdf,temp-2022-历史-0e5a2c5634ea,6,,c7429ef14c9fb52dd52f73f9e1bcf7202cada0a44cc02662cb8ff35095cf55b5,,4255,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：历史（按省份分类）2008-2024/2008-2024·（青海）历史高考真题/2022年高考历史试卷（全国乙卷）（空白卷）.pdf,temp-2022-历史-0e5a2c5634ea,6,,c7429ef14c9fb52dd52f73f9e1bcf7202cada0a44cc02662cb8ff35095cf55b5,,4255,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：历史（按省份分类）2008-2024/2008-2024·（黑龙江）历史高考真题/2022年高考历史试卷（全国乙卷）（空白卷）.pdf,temp-2022-历史-0e5a2c5634ea,6,,c7429ef14c9fb52dd52f73f9e1bcf7202cada0a44cc02662cb8ff35095cf55b5,,4255,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：历史（按省份分类）2008-2024/2010-2024·（宁夏）历史高考真题/2022年高考历史试卷（全国乙卷）（空白卷）.pdf,temp-2022-历史-0e5a2c5634ea,6,,c7429ef14c9fb52dd52f73f9e1bcf7202cada0a44cc02662cb8ff35095cf55b5,,4255,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：历史（按省份分类）2008-2024/2010-2024·（辽宁）历史高考真题/2024年高考历史试卷（辽宁）（空白卷）.pdf,temp-2024-历史-3046f62edb85,5,4,d1a86885a167d38ca69b1206f48b9b43d6438f25c00a63a2033dcf319b4e03d0,8b0b4f7174e9ef33ec0bcab79a056631ce68115d220cec32dda46b695886638b,3565,3972,0.810,likely_same_content_layout_difference,no,,
temp/版本2：历史（按省份分类）2008-2024/2012-2024·（安徽）历史高考真题/2022年高考历史试卷（全国乙卷）（空白卷）.pdf,temp-2022-历史-0e5a2c5634ea,6,,c7429ef14c9fb52dd52f73f9e1bcf7202cada0a44cc02662cb8ff35095cf55b5,,4255,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
"temp/版本2：地理（按省份分类）2008-2024/2008-2021,2024·（上海）地理高考真题/2024年高考地理试题（上海）（空白卷）.pdf",temp-2024-地理-0e3da0cf9dc6,8,5,25d1426f15d14210044d33d05463efda35e1979df76d86c38de60c37fbe35c33,59a894aa536cba667e2b0558d0a723931da1b611e3140834fad96d7273ae6fcf,3525,2792,0.713,content_or_page_difference,no,,
temp/版本2：地理（按省份分类）2008-2024/2008-2024·（内蒙古）地理高考真题/2022年高考地理试卷（全国乙卷）（空白卷）.pdf,temp-2022-地理-1c2ab9a480ec,6,,49a33bbe4c6e8f731c873ce61f8e5572bd4760613af9a1360e675d382d4eedbf,,2379,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：地理（按省份分类）2008-2024/2008-2024·（吉林）地理高考真题/2022年高考地理试卷（全国乙卷）（空白卷）.pdf,temp-2022-地理-1c2ab9a480ec,6,,49a33bbe4c6e8f731c873ce61f8e5572bd4760613af9a1360e675d382d4eedbf,,2379,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：地理（按省份分类）2008-2024/2008-2024·（山西）地理高考真题/2022年高考地理试卷（全国乙卷）（空白卷）.pdf,temp-2022-地理-1c2ab9a480ec,6,,49a33bbe4c6e8f731c873ce61f8e5572bd4760613af9a1360e675d382d4eedbf,,2379,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：地理（按省份分类）2008-2024/2008-2024·（广东）地理高考真题/2024年高考地理试卷（广东）（空白卷）.pdf,temp-2024-地理-f4ed6d4adea5,7,5,8e1db8b79d5b25f3efc4127c33c6fd5240fe0566252dad2f6eefe0e7f1a831d0,93d5f798c02e7ff5cda1e461d8fb6159921277851d4ba93ba5558dd9f965ebd3,3521,3056,0.866,likely_same_content_layout_difference,no,,
temp/版本2：地理（按省份分类）2008-2024/2008-2024·（新疆）地理高考真题/2022年高考地理试卷（全国乙卷）（空白卷）.pdf,temp-2022-地理-1c2ab9a480ec,6,,49a33bbe4c6e8f731c873ce61f8e5572bd4760613af9a1360e675d382d4eedbf,,2379,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：地理（按省份分类）2008-2024/2008-2024·（江西）地理高考真题/2022年高考地理试卷（全国乙卷）（空白卷）.pdf,temp-2022-地理-1c2ab9a480ec,6,,49a33bbe4c6e8f731c873ce61f8e5572bd4760613af9a1360e675d382d4eedbf,,2379,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：地理（按省份分类）2008-2024/2008-2024·（河南）地理高考真题/2022年高考地理试卷（全国乙卷）（空白卷）.pdf,temp-2022-地理-1c2ab9a480ec,6,,49a33bbe4c6e8f731c873ce61f8e5572bd4760613af9a1360e675d382d4eedbf,,2379,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：地理（按省份分类）2008-2024/2008-2024·（甘肃）地理高考真题/2022年高考地理试卷（全国乙卷）（空白卷）.pdf,temp-2022-地理-1c2ab9a480ec,6,,49a33bbe4c6e8f731c873ce61f8e5572bd4760613af9a1360e675d382d4eedbf,,2379,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：地理（按省份分类）2008-2024/2008-2024·（陕西）地理高考真题/2022年高考地理试卷（全国乙卷）（空白卷）.pdf,temp-2022-地理-1c2ab9a480ec,6,,49a33bbe4c6e8f731c873ce61f8e5572bd4760613af9a1360e675d382d4eedbf,,2379,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：地理（按省份分类）2008-2024/2008-2024·（青海）地理高考真题/2022年高考地理试卷（全国乙卷）（空白卷）.pdf,temp-2022-地理-1c2ab9a480ec,6,,49a33bbe4c6e8f731c873ce61f8e5572bd4760613af9a1360e675d382d4eedbf,,2379,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：地理（按省份分类）2008-2024/2008-2024·（黑龙江）地理高考真题/2022年高考地理试卷（全国乙卷）（空白卷）.pdf,temp-2022-地理-1c2ab9a480ec,6,,49a33bbe4c6e8f731c873ce61f8e5572bd4760613af9a1360e675d382d4eedbf,,2379,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：地理（按省份分类）2008-2024/2010-2024·（宁夏）地理高考真题/2022年高考地理试卷（全国乙卷）（空白卷）.pdf,temp-2022-地理-1c2ab9a480ec,6,,49a33bbe4c6e8f731c873ce61f8e5572bd4760613af9a1360e675d382d4eedbf,,2379,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：地理（按省份分类）2008-2024/2012-2024·（安徽）地理高考真题/2022年高考地理试卷（全国乙卷）（空白卷）.pdf,temp-2022-地理-1c2ab9a480ec,6,,49a33bbe4c6e8f731c873ce61f8e5572bd4760613af9a1360e675d382d4eedbf,,2379,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（上海）数学高考真题/2017年高考数学试卷（上海）（春考）（空白卷）.pdf,admin05-2017-sh-spring-math,4,3,6a1f2dc80e8d7af61662adeacf5c8d9ad54355355b8bb82ed7242c5d8350f8a6,0d84aebc39fb2ec6b223c19925c693ec927cb8d0f170117a926ab2c64d8e07e0,1632,1085,0.690,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（上海）数学高考真题/2018年高考数学试卷（上海）（春考）（空白卷）.pdf,admin05-2018-sh-spring-math,6,6,8a1578f84c269748b92e8f299efc11e71d89eb29e681e4bae12e558a0fe942f8,8e8b2ec0f551915c6724a7e019d085232e5f35eba26a5600867e67253c109fbc,2102,1619,0.646,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（上海）数学高考真题/2019年高考数学试卷（上海）（春考）（空白卷）.pdf,admin05-2019-sh-spring-math,4,3,5c816320377ddea4f58dc9e5d88af3277c79af8b57999ce7ca3c3525d93fcebc,e3d5cd9597658c60db23263013db998deef9ae77f70e5a0c515b04247a6dd556,2084,1446,0.487,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（上海）数学高考真题/2020年高考数学试卷（上海）（春考）（空白卷）.pdf,admin05-2020-sh-spring-math,3,2,5d0de56427c7b9c8ea186cb5eb107334445bb37580812fb9405d7e7b74d86eed,bde6e9eb184a0b48a1dde4eec6852c9bed04456a25a28366b808bc22466a5179,1740,1751,0.632,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（内蒙古）数学高考真题/2022年高考数学试卷（文）（全国乙卷）（空白卷）.pdf,temp-2022-数学-193147c003da,6,,1f4f0db6622221e7f6923bfa1ce05e1a9e7fbfbf703be778271c2fac28fa873d,,2693,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（内蒙古）数学高考真题/2022年高考数学试卷（理）（全国乙卷）（空白卷）.pdf,temp-2022-数学-d00e85ebf75c,5,,f2867631bd8e68a4c574dca49eb959f4ac357dbfaf4175ef896df38abe6822dc,,2982,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（北京）数学高考真题/2020年高考数学试卷（北京）（空白卷）.pdf,deekur-2020-08-math,8,2,61608a0ee4e5b44c3062bdb701a1343e187e0599af19a41745c6fe4f00fb0328,86ea7083f0a88db9b4af3ffa4213910a2167a28da36e22a256c7b3230f71ed19,2737,2449,0.594,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（北京）数学高考真题/2021年高考数学试卷（北京）（空白卷）.pdf,deekur-2021-19-math,4,2,4eb44b29a04fb80d43279c2f8b204a3beeb9af4486e2e87bc00a1c83af89ff41,c3dcf94dfd727a1d2ff470b00c1369fd1f37b181fc20149339f3e84f9949b8ea,2258,2606,0.345,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（北京）数学高考真题/2022年高考数学试卷（北京）（空白卷）.pdf,deekur-2022-29-math,4,2,31a4c76ca62128ea4f51db8a730568f5217a8959fda9a9b46a541f5e82175ee1,a4192916280df46f9140835d6da4f58305caae2b3c374ec7708d1a09a454e34b,2654,2407,0.515,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（北京）数学高考真题/2023年高考数学试卷（北京）（空白卷）.pdf,deekur-2023-39-math,5,2,91775bb1cdab144a2ccced1184975132a5a3e95e27bca56836e072dfb90c50a6,818bfbcc7652949cab164a0e7cd172fa2ed275e694c4139e5d5fa6e231b484b4,2954,2647,0.513,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（北京）数学高考真题/2024年高考数学试卷（北京）（空白卷）.pdf,deekur-2024-46-math,4,2,2e464a5733d9fb22ab50c439131dd933ad5f09e1bae7c6dd91169649ec1e6f04,c6fb2b88e774de72bfa1194e8dd342fe931eca0479ecb8bfbc7d20f19a12b6ef,2693,2933,0.289,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（吉林）数学高考真题/2022年高考数学试卷（文）（全国乙卷）（空白卷）.pdf,temp-2022-数学-193147c003da,6,,1f4f0db6622221e7f6923bfa1ce05e1a9e7fbfbf703be778271c2fac28fa873d,,2693,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（吉林）数学高考真题/2022年高考数学试卷（理）（全国乙卷）（空白卷）.pdf,temp-2022-数学-d00e85ebf75c,5,,f2867631bd8e68a4c574dca49eb959f4ac357dbfaf4175ef896df38abe6822dc,,2982,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（天津）数学高考真题/2020年高考数学试卷（天津）（空白卷）.pdf,deekur-2020-09-math,6,2,75c80feb77ba310fc445729901b24037d43a41f849b3326fe2a59f7212fa25c0,798bf5c3b26271b1655402fe941f0217361aa633c41ad0f97fa628ff426de9ef,2672,2140,0.395,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（天津）数学高考真题/2021年高考数学试卷（天津）（空白卷）.pdf,deekur-2021-20-math,5,2,3132679458bc6fc372635423e298cb4277b3f01267f994f2e92ab5ecc0f2faa8,0260a0d8d9f5e8e07b5d4da1fd09a0b5bc7d79e453abc4e76b754329a3cc5296,2388,1893,0.433,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（天津）数学高考真题/2022年高考数学试卷（天津）（空白卷）.pdf,deekur-2022-30-math,6,2,edd1320f8559eaf4ecd467d073d3c62a82567177c75a188f02e8aae13485712f,bc085837df395b8e65e8422d5abced5c20148e4854f6750a9a6dc45523849210,2118,2054,0.335,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（天津）数学高考真题/2023年高考数学试卷（天津）（空白卷）.pdf,deekur-2023-40-math,5,2,73b73b5e1b1fff8cd457e92771b1087a4831144cbf59d5fc3f436c840eec1981,5fc2f39551a9883da731a64df4dbebccf75c1bf2cac3e602330e83fd5963f817,2084,2254,0.314,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（天津）数学高考真题/2024年高考数学试卷（天津）（空白卷）.pdf,deekur-2024-47-math,5,2,b7a261944149d9e4141609bddc86bdef355819d303a84650e10f535ea663a073,43a805c1a3492ec9d9e9c5edfe5e7207e3252c0befe4946e61299dde82458764,2412,2028,0.286,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（天津）数学高考真题/2024年高考数学试卷（天津）（空白卷）.pdf,temp-2024-数学-d7ffc6dab1af,5,3,b7a261944149d9e4141609bddc86bdef355819d303a84650e10f535ea663a073,f840c5ebbfa72fdb5cf94f067c4e6883dc289d163fa22aeedca8d30cec6b3ab4,2412,1746,0.646,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（宁夏）数学高考真题/2022年高考数学试卷（文）（全国乙卷）（空白卷）.pdf,temp-2022-数学-193147c003da,6,,1f4f0db6622221e7f6923bfa1ce05e1a9e7fbfbf703be778271c2fac28fa873d,,2693,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（宁夏）数学高考真题/2022年高考数学试卷（理）（全国乙卷）（空白卷）.pdf,temp-2022-数学-d00e85ebf75c,5,,f2867631bd8e68a4c574dca49eb959f4ac357dbfaf4175ef896df38abe6822dc,,2982,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
